partner_id,partner_name,email,phone,partner_type,role,region,city,city_tier,manager_id,training_path,signup_date,activation_date,cohort_month,months_active,onboarding_days,onboarding_status,modules_assigned,modules_completed,training_completion_pct,training_status,learning_hours,videos_completed,pdfs_opened,live_sessions_attended,mentor_sessions,portal_logins_30d,days_since_last_login,reminders_sent,quiz_attempts,quiz_avg_score,assessment_score,compliance_score,certification_status,certification_date,badges_earned,customer_ready,readiness_status,deployment_status,field_visits,leads_assigned,leads_converted,conversion_rate,sales_value,tickets_handled,avg_resolution_hours,qa_audit_score,productivity_score,customer_csat,complaints_count,repeat_issue_rate,partner_nps,performance_score,leaderboard_score,global_rank,regional_rank,at_risk_flag,at_risk_reason,next_best_action
PRT00833,Partner 833,partner833@demoapp.ai,+91-9998687080,Agent,Support,South,Kochi,Tier 2,MGR066,Support Academy,2024-04-08,2024-05-09,2024-04,23,31,Delayed,9,3,34.8,At Risk,12.4,5,5,6,1,8,18,2,13,75.3,75.1,48.4,Not Certified,,2,0,Not Ready,In Training,5,31,12,38.7,67515.0,103,20.3,80.5,46.6,3.59,4,14.4,3,91.4,91.4,85,74,1,Low training progress,Assign mentor + mandatory reminders
PRT00834,Partner 834,partner834@demoapp.ai,+91-9777515820,Field Staff,Technician,West,Pune,Tier 1,MGR041,Field Technician Bootcamp,2025-09-20,2025-09-30,2025-09,5,10,Fast,13,9,65.6,In Progress,23.2,10,10,3,4,20,0,1,17,63.2,76.9,91.1,In Progress,,0,0,Almost Ready,In Training,53,19,9,47.4,0.0,206,15.6,68.0,55.2,3.97,5,22.1,26,86.6,97.2,27,18,0,Low performance,Complete final certification
PRT00835,Partner 835,partner835@demoapp.ai,+91-9638218874,Reseller,Technician,South,Kochi,Tier 2,MGR020,Field Technician Bootcamp,2024-02-14,2024-03-05,2024-02,25,20,Standard,15,8,56.4,At Risk,19.7,15,19,0,1,17,10,2,17,87.6,65.8,47.5,Not Certified,,1,0,Not Ready,In Training,41,17,8,47.1,54612.0,58,15.9,59.5,48.1,3.65,6,19.2,28,87.7,93.2,67,56,0,Low performance,Complete final certification
PRT00836,Partner 836,partner836@demoapp.ai,+91-9139681156,Field Staff,Sales,North,Lucknow,Tier 2,MGR032,Sales Excellence,2025-11-20,2025-12-15,2025-11,3,25,Standard,8,3,37.0,At Risk,14.3,6,7,2,0,18,3,2,12,62.2,56.0,71.4,Not Certified,,1,0,Not Ready,In Training,56,56,25,44.6,251976.0,43,22.7,69.4,50.2,3.44,6,23.6,7,79.9,83.9,160,141,1,Low training progress,Assign mentor + mandatory reminders
PRT00837,Partner 837,partner837@demoapp.ai,+91-9223451253,Reseller,Operations,South,Bengaluru,Tier 1,MGR008,Ops Compliance Track,2024-10-26,2024-11-11,2024-10,16,16,Standard,10,2,22.4,At Risk,22.0,7,10,1,0,12,8,4,10,55.0,58.6,73.2,Not Certified,,0,0,Not Ready,In Training,5,29,12,41.4,16020.0,190,23.6,63.8,58.1,3.44,6,16.8,-7,85.6,84.8,151,140,1,Low training progress,Assign mentor + mandatory reminders
PRT00838,Partner 838,partner838@demoapp.ai,+91-9734186917,Service Partner,Technician,West,Pune,Tier 1,MGR048,Field Technician Bootcamp,2024-08-11,2024-09-09,2024-08,19,29,Delayed,10,5,48.3,At Risk,15.3,7,7,6,2,15,9,2,12,45.3,78.2,69.5,Not Certified,,0,0,Not Ready,In Training,32,33,15,45.5,35674.0,50,11.8,81.5,63.5,3.7,4,10.3,14,100.0,99.2,9,6,0,Low performance,Complete final certification
PRT00839,Partner 839,partner839@demoapp.ai,+91-9460690982,Agent,Support,North,Delhi,Tier 1,MGR001,Support Academy,2024-02-10,2024-02-25,2024-02,25,15,Standard,12,6,49.1,At Risk,16.6,8,16,3,0,17,0,3,14,56.4,74.3,68.6,Not Certified,,2,0,Not Ready,In Training,11,32,15,46.9,7304.0,149,21.5,80.1,64.4,3.45,6,16.5,9,92.1,92.5,74,56,0,Low performance,Complete final certification
PRT00840,Partner 840,partner840@demoapp.ai,+91-9272210987,Field Staff,Sales,West,Mumbai,Tier 1,MGR028,Sales Excellence,2025-12-08,2025-12-25,2025-12,3,17,Standard,10,2,20.8,At Risk,21.5,6,8,4,0,13,18,3,11,47.8,61.8,60.5,Not Certified,,0,0,Not Ready,In Training,36,123,44,35.8,1247333.0,25,21.1,76.3,41.3,3.5,6,15.7,-3,80.6,82.4,175,162,1,Low training progress,Assign mentor + mandatory reminders
PRT00841,Partner 841,partner841@demoapp.ai,+91-9814708453,Franchise,Support,West,Surat,Tier 2,MGR005,Support Academy,2025-03-01,2025-03-11,2025-03,12,10,Fast,11,5,46.9,At Risk,24.3,6,11,3,1,19,4,3,12,57.3,75.8,48.9,Not Certified,,2,0,Not Ready,In Training,17,31,15,48.4,90364.0,217,16.8,85.1,54.1,3.93,7,16.9,13,90.6,96.2,37,28,0,Low performance,Complete final certification
PRT00842,Partner 842,partner842@demoapp.ai,+91-9334290584,Reseller,Support,West,Ahmedabad,Tier 1,MGR020,Support Academy,2025-04-07,2025-04-26,2025-04,11,19,Standard,10,5,48.6,At Risk,19.9,8,7,4,2,9,10,3,14,73.7,66.7,61.6,Not Certified,,0,0,Not Ready,In Training,4,10,4,40.0,11314.0,189,21.4,71.8,55.6,3.34,6,18.5,29,81.7,85.6,143,130,0,Low performance,Complete final certification
PRT00843,Partner 843,partner843@demoapp.ai,+91-9145314452,Field Staff,Sales,South,Chennai,Tier 1,MGR006,Sales Excellence,2025-10-08,2025-10-26,2025-10,5,18,Standard,8,2,29.7,At Risk,12.7,7,5,1,1,9,11,2,10,56.1,51.3,63.4,Not Certified,,0,0,Not Ready,In Training,9,84,35,41.7,731160.0,11,28.6,75.3,48.7,3.24,7,26.8,11,85.1,83.7,162,151,1,Low training progress,Assign mentor + mandatory reminders
PRT00844,Partner 844,partner844@demoapp.ai,+91-9464819544,Agent,Technician,West,Mumbai,Tier 1,MGR075,Field Technician Bootcamp,2025-01-21,2025-02-13,2025-01,13,23,Standard,14,3,24.0,At Risk,21.2,14,13,1,1,7,15,4,23,57.7,57.3,67.1,Not Certified,,0,0,Not Ready,In Training,59,12,5,41.7,23046.0,217,18.8,60.8,38.3,3.16,7,20.4,-15,67.9,72.5,274,259,1,Low training progress,Assign mentor + mandatory reminders
PRT00845,Partner 845,partner845@demoapp.ai,+91-9347857537,Franchise,Support,North,Jaipur,Tier 2,MGR062,Support Academy,2024-08-08,2024-08-21,2024-08,19,13,Fast,13,3,21.3,At Risk,21.5,10,12,2,1,8,19,4,14,58.3,55.4,66.3,Not Certified,,1,0,Not Ready,In Training,12,32,13,40.6,59337.0,201,22.9,75.0,37.0,3.19,8,23.0,-12,78.1,78.0,219,200,1,Low training progress,Assign mentor + mandatory reminders
PRT00846,Partner 846,partner846@demoapp.ai,+91-9140285284,Service Partner,Operations,Central,Nagpur,Tier 2,MGR075,Ops Compliance Track,2025-08-14,2025-08-27,2025-08,7,13,Fast,15,5,35.5,At Risk,26.6,11,17,2,0,6,12,3,16,35.0,59.0,52.4,Not Certified,,0,0,Not Ready,In Training,8,11,5,45.5,4567.0,107,21.5,69.3,49.6,3.26,6,23.6,21,71.3,77.1,228,151,1,Low training progress,Assign mentor + mandatory reminders
PRT00847,Partner 847,partner847@demoapp.ai,+91-9929202496,Agent,Operations,West,Mumbai,Tier 1,MGR055,Ops Compliance Track,2025-02-06,2025-02-28,2025-02,13,22,Standard,13,8,60.3,In Progress,13.3,11,6,1,2,16,4,1,11,70.2,71.6,78.9,In Progress,,1,0,Almost Ready,In Training,13,0,0,0.0,0.0,130,14.0,86.2,57.4,3.86,5,17.7,24,89.9,97.1,28,19,0,Low performance,Complete final certification
PRT00848,Partner 848,partner848@demoapp.ai,+91-9673398237,Reseller,Sales,North,Delhi,Tier 1,MGR040,Sales Excellence,2024-06-30,2024-07-29,2024-06,20,29,Delayed,14,2,13.0,At Risk,19.0,8,9,3,2,6,16,5,12,71.6,67.8,61.7,Not Certified,,0,0,Not Ready,In Training,63,79,32,40.5,687829.0,10,27.5,87.2,47.6,3.18,6,17.8,1,86.1,81.1,188,169,1,Low training progress,Assign mentor + mandatory reminders
PRT00849,Partner 849,partner849@demoapp.ai,+91-9923782409,Franchise,Sales,West,Pune,Tier 1,MGR014,Sales Excellence,2025-10-03,2025-10-26,2025-10,5,23,Standard,11,6,53.2,At Risk,26.0,9,8,3,1,10,20,2,11,79.5,73.1,48.2,Not Certified,,0,0,Not Ready,In Training,17,83,33,39.8,194032.0,51,22.9,86.0,57.2,3.77,5,21.5,18,93.0,96.8,31,22,0,Low performance,Complete final certification
PRT00850,Partner 850,partner850@demoapp.ai,+91-9600053403,Service Partner,Relationship Manager,East,Patna,Tier 2,MGR077,Partner Relationship Mastery,2025-09-09,2025-10-12,2025-09,6,33,Delayed,11,3,26.1,At Risk,20.8,10,10,1,3,6,21,1,11,62.8,61.4,43.8,Not Certified,,0,0,Not Ready,In Training,44,100,43,43.0,475785.0,9,22.8,80.8,47.5,3.46,5,24.0,-2,80.0,82.5,174,113,1,Low training progress,Assign mentor + mandatory reminders
PRT00851,Partner 851,partner851@demoapp.ai,+91-9846043254,Franchise,Operations,South,Kochi,Tier 2,MGR074,Ops Compliance Track,2024-07-06,2024-07-28,2024-07,20,22,Standard,11,2,20.1,At Risk,25.9,10,7,7,2,8,22,4,12,57.2,48.4,66.4,Not Certified,,1,0,Not Ready,In Training,16,23,9,39.1,48596.0,56,26.4,66.8,51.2,3.13,7,19.0,-15,83.6,80.3,196,185,1,Low training progress,Assign mentor + mandatory reminders
PRT00852,Partner 852,partner852@demoapp.ai,+91-9761676859,Franchise,Operations,South,Chennai,Tier 1,MGR034,Ops Compliance Track,2025-05-08,2025-05-30,2025-05,10,22,Standard,16,7,44.8,At Risk,36.1,16,14,2,2,15,7,3,20,79.2,74.7,65.8,Not Certified,,0,0,Not Ready,In Training,11,0,0,0.0,0.0,54,26.3,58.9,49.5,3.54,7,23.7,6,71.5,81.4,185,174,1,Low training progress,Assign mentor + mandatory reminders
PRT00853,Partner 853,partner853@demoapp.ai,+91-9261960846,Service Partner,Sales,East,Kolkata,Tier 1,MGR019,Sales Excellence,2025-11-30,2025-12-23,2025-11,3,23,Standard,12,4,29.2,At Risk,19.9,7,9,1,0,10,19,0,12,65.2,57.3,71.6,Not Certified,,0,0,Not Ready,In Training,5,41,18,43.9,183896.0,4,21.3,79.5,59.4,3.53,6,15.2,-6,88.3,88.2,117,59,1,Low training progress,Assign mentor + mandatory reminders
PRT00854,Partner 854,partner854@demoapp.ai,+91-9714442683,Service Partner,Sales,West,Surat,Tier 2,MGR031,Sales Excellence,2025-08-30,2025-09-29,2025-08,6,30,Delayed,15,6,37.8,At Risk,25.0,9,13,5,0,4,24,2,24,62.0,66.8,82.9,Not Certified,,1,0,Not Ready,In Training,6,145,69,47.6,509036.0,14,18.2,75.9,50.8,3.66,4,17.0,29,82.7,87.8,121,108,1,Low training progress,Assign mentor + mandatory reminders
PRT00855,Partner 855,partner855@demoapp.ai,+91-9833829288,Franchise,Sales,Central,Bhopal,Tier 2,MGR032,Sales Excellence,2024-05-31,2024-06-28,2024-05,21,28,Standard,10,5,45.1,At Risk,22.3,7,7,4,3,24,1,4,12,69.8,65.8,78.7,Not Certified,,0,0,Not Ready,In Training,63,167,66,39.5,1202500.0,59,24.5,80.9,55.4,3.56,4,16.9,4,81.0,86.9,130,55,0,Low performance,Complete final certification
PRT00856,Partner 856,partner856@demoapp.ai,+91-9175828024,Field Staff,Relationship Manager,South,Hyderabad,Tier 1,MGR074,Partner Relationship Mastery,2025-10-12,2025-10-21,2025-10,5,9,Fast,14,9,64.9,In Progress,30.0,7,9,5,2,22,4,2,20,82.2,68.5,67.8,In Progress,,1,0,Almost Ready,In Training,61,96,36,37.5,425256.0,16,16.5,74.0,58.6,3.45,6,19.7,31,86.8,92.0,79,68,0,Low performance,Complete final certification
PRT00857,Partner 857,partner857@demoapp.ai,+91-9197744490,Reseller,Technician,West,Mumbai,Tier 1,MGR006,Field Technician Bootcamp,2024-02-12,2024-03-07,2024-02,25,24,Standard,10,4,44.0,At Risk,22.4,8,10,4,1,15,4,3,10,77.4,54.8,61.3,Not Certified,,0,0,Not Ready,In Training,49,0,0,0.0,0.0,160,25.5,73.9,52.9,3.46,7,18.6,7,78.8,84.5,154,141,1,Low training progress,Assign mentor + mandatory reminders
PRT00858,Partner 858,partner858@demoapp.ai,+91-9644392394,Service Partner,Technician,West,Mumbai,Tier 1,MGR051,Field Technician Bootcamp,2025-04-14,2025-05-04,2025-04,11,20,Standard,11,2,21.4,At Risk,19.7,9,13,1,1,15,16,2,12,44.0,46.8,56.6,Not Certified,,1,0,Not Ready,In Training,22,26,9,34.6,25661.0,147,24.9,74.7,48.6,3.15,5,24.3,-3,80.4,78.9,210,197,1,Low training progress,Assign mentor + mandatory reminders
PRT00859,Partner 859,partner859@demoapp.ai,+91-9783391018,Agent,Technician,West,Mumbai,Tier 1,MGR062,Field Technician Bootcamp,2025-01-23,2025-02-08,2025-01,13,16,Standard,15,2,14.0,At Risk,28.0,12,17,3,1,8,13,3,19,54.7,80.3,60.8,Not Certified,,2,0,Not Ready,In Training,53,18,6,33.3,35192.0,107,19.0,76.3,58.9,3.5,4,11.8,-8,87.1,85.0,149,136,1,Low training progress,Assign mentor + mandatory reminders
PRT00860,Partner 860,partner860@demoapp.ai,+91-9545027107,Field Staff,Sales,East,Guwahati,Tier 2,MGR062,Sales Excellence,2024-01-28,2024-02-01,2024-01,25,4,Fast,14,7,49.2,At Risk,23.6,10,16,2,2,15,10,0,18,77.0,79.4,79.5,Not Certified,,1,0,Not Ready,In Training,55,30,13,43.3,113655.0,17,18.6,84.8,58.8,3.57,5,5.8,-10,86.2,90.5,94,39,0,Low performance,Complete final certification
PRT00861,Partner 861,partner861@demoapp.ai,+91-9121462530,Reseller,Technician,South,Bengaluru,Tier 1,MGR016,Field Technician Bootcamp,2025-07-05,2025-07-11,2025-07,8,6,Fast,12,4,34.1,At Risk,21.3,11,14,3,4,14,11,1,17,56.7,62.6,45.0,Not Certified,,2,0,Not Ready,In Training,55,38,14,36.8,69261.0,213,17.3,73.2,53.0,2.93,6,20.3,-4,75.7,76.0,239,228,1,Low training progress,Assign mentor + mandatory reminders
PRT00862,Partner 862,partner862@demoapp.ai,+91-9576235784,Reseller,Sales,West,Surat,Tier 2,MGR034,Sales Excellence,2024-08-14,2024-08-29,2024-08,19,15,Standard,11,4,40.5,At Risk,16.4,9,9,3,0,15,0,0,10,62.9,67.5,65.6,Not Certified,,1,0,Not Ready,In Training,38,33,13,39.4,202320.0,50,28.2,78.1,60.7,3.37,6,11.0,10,85.3,86.7,132,119,1,Low training progress,Assign mentor + mandatory reminders
PRT00863,Partner 863,partner863@demoapp.ai,+91-9185561135,Reseller,Technician,South,Kochi,Tier 2,MGR028,Field Technician Bootcamp,2025-10-09,2025-10-15,2025-10,5,6,Fast,15,6,41.1,At Risk,26.5,9,21,1,0,18,4,5,24,79.7,74.3,73.8,Not Certified,,0,0,Not Ready,In Training,60,27,12,44.4,61152.0,80,22.1,80.5,50.0,3.47,6,17.1,-4,90.1,90.4,95,84,1,Low training progress,Assign mentor + mandatory reminders
PRT00864,Partner 864,partner864@demoapp.ai,+91-9291783633,Field Staff,Relationship Manager,North,Jaipur,Tier 2,MGR033,Partner Relationship Mastery,2025-10-29,2025-11-13,2025-10,4,15,Standard,9,5,53.8,At Risk,15.6,2,10,0,3,23,0,1,14,72.3,68.6,81.8,Not Certified,,1,0,Not Ready,In Training,42,54,16,29.6,231945.0,40,19.0,84.6,51.8,3.45,6,14.7,12,89.5,91.8,81,63,0,Low performance,Complete final certification
PRT00865,Partner 865,partner865@demoapp.ai,+91-9431613397,Franchise,Technician,East,Guwahati,Tier 2,MGR007,Field Technician Bootcamp,2025-03-24,2025-04-17,2025-03,11,24,Standard,15,5,32.5,At Risk,23.9,10,10,1,1,7,14,3,19,54.5,43.0,74.3,Not Certified,,0,0,Not Ready,In Training,60,32,12,37.5,66169.0,87,23.5,59.9,53.6,3.18,5,19.5,9,77.1,79.1,208,147,1,Low training progress,Assign mentor + mandatory reminders
PRT00866,Partner 866,partner866@demoapp.ai,+91-9342678569,Service Partner,Support,South,Kochi,Tier 2,MGR007,Support Academy,2025-04-21,2025-05-04,2025-04,10,13,Fast,13,2,14.9,At Risk,28.0,9,10,1,0,10,12,4,17,41.1,60.4,40.0,Not Certified,,2,0,Not Ready,In Training,15,35,16,45.7,40957.0,68,17.5,73.2,56.2,3.56,5,17.7,3,96.9,91.1,88,77,1,Low training progress,Assign mentor + mandatory reminders
PRT00867,Partner 867,partner867@demoapp.ai,+91-9340257496,Service Partner,Relationship Manager,North,Jaipur,Tier 2,MGR002,Partner Relationship Mastery,2024-02-09,2024-02-28,2024-02,25,19,Standard,10,3,28.5,At Risk,11.7,7,9,2,2,17,12,3,12,58.6,58.1,42.7,Not Certified,,2,0,Not Ready,In Training,55,51,21,41.2,436180.0,19,28.8,71.9,55.9,2.75,6,21.6,-10,77.5,74.4,255,235,1,Low training progress,Assign mentor + mandatory reminders
PRT00868,Partner 868,partner868@demoapp.ai,+91-9640960673,Reseller,Relationship Manager,North,Lucknow,Tier 2,MGR078,Partner Relationship Mastery,2025-11-07,2025-11-16,2025-11,4,9,Fast,14,3,24.5,At Risk,27.3,9,16,0,3,12,6,3,13,52.6,55.2,63.6,Not Certified,,2,0,Not Ready,In Training,13,59,20,33.9,430912.0,14,26.0,71.8,50.4,2.78,5,22.7,-9,76.8,73.7,262,240,1,Low training progress,Assign mentor + mandatory reminders
PRT00869,Partner 869,partner869@demoapp.ai,+91-9953748034,Franchise,Sales,West,Ahmedabad,Tier 1,MGR034,Sales Excellence,2025-06-01,2025-06-21,2025-06,9,20,Standard,16,3,16.8,At Risk,22.2,10,13,3,4,5,11,4,14,66.0,53.2,73.5,Not Certified,,1,0,Not Ready,In Training,8,16,8,50.0,135097.0,7,17.8,60.2,42.3,3.23,5,12.0,-5,78.0,77.7,222,209,1,Low training progress,Assign mentor + mandatory reminders
PRT00870,Partner 870,partner870@demoapp.ai,+91-9738793843,Franchise,Sales,Central,Indore,Tier 2,MGR019,Sales Excellence,2024-10-19,2024-11-10,2024-10,17,22,Standard,11,3,31.1,At Risk,15.6,6,7,2,3,8,11,6,10,54.0,57.1,63.7,Not Certified,,1,0,Not Ready,In Training,10,83,27,32.5,374373.0,22,27.0,73.5,61.7,2.83,6,17.9,6,76.6,75.1,248,171,1,Low training progress,Assign mentor + mandatory reminders
PRT00871,Partner 871,partner871@demoapp.ai,+91-9295256681,Reseller,Technician,South,Bengaluru,Tier 1,MGR064,Field Technician Bootcamp,2024-03-06,2024-03-13,2024-03,24,7,Fast,11,5,43.2,At Risk,16.0,6,12,2,2,21,5,2,10,73.8,70.8,65.1,Not Certified,,0,0,Not Ready,In Training,56,24,11,45.8,36738.0,123,22.4,85.4,50.7,3.51,5,19.6,9,91.9,92.1,78,67,1,Low training progress,Assign mentor + mandatory reminders
PRT00872,Partner 872,partner872@demoapp.ai,+91-9228104483,Franchise,Support,North,Chandigarh,Tier 2,MGR040,Support Academy,2025-01-18,2025-01-30,2025-01,14,12,Fast,16,6,36.2,At Risk,32.2,12,10,2,2,13,13,1,24,62.6,62.3,50.9,Not Certified,,2,0,Not Ready,In Training,6,21,11,52.4,47055.0,47,31.3,70.2,57.2,3.21,5,19.3,13,92.7,88.5,114,95,1,Low training progress,Assign mentor + mandatory reminders
PRT00873,Partner 873,partner873@demoapp.ai,+91-9403267752,Service Partner,Sales,West,Pune,Tier 1,MGR030,Sales Excellence,2025-11-15,2025-11-23,2025-11,4,8,Fast,11,6,51.7,At Risk,8.6,10,11,1,1,17,8,1,12,65.2,68.9,61.2,Not Certified,,2,0,Not Ready,In Training,38,23,9,39.1,187688.0,9,31.5,66.4,50.4,3.21,8,22.0,19,78.6,83.1,168,155,0,Low performance,Complete final certification
PRT00874,Partner 874,partner874@demoapp.ai,+91-9246028020,Agent,Sales,South,Chennai,Tier 1,MGR010,Sales Excellence,2025-10-17,2025-11-08,2025-10,4,22,Standard,15,5,35.3,At Risk,28.1,7,14,0,0,12,15,2,22,59.9,51.5,53.3,Not Certified,,0,0,Not Ready,In Training,58,137,50,36.5,780480.0,14,27.7,73.1,67.3,2.99,6,33.9,-4,84.8,81.8,181,170,1,Low training progress,Assign mentor + mandatory reminders
PRT00875,Partner 875,partner875@demoapp.ai,+91-9753184108,Reseller,Sales,Central,Indore,Tier 2,MGR031,Sales Excellence,2024-03-15,2024-04-03,2024-03,24,19,Standard,16,7,41.0,At Risk,29.1,11,9,5,4,10,13,3,18,76.2,85.6,61.9,Not Certified,,1,0,Not Ready,In Training,13,137,65,47.4,1603138.0,30,25.0,78.7,52.9,3.9,5,15.4,3,81.8,90.1,98,27,1,Low training progress,Assign mentor + mandatory reminders
PRT00876,Partner 876,partner876@demoapp.ai,+91-9456772299,Service Partner,Support,East,Patna,Tier 2,MGR052,Support Academy,2025-08-02,2025-08-20,2025-08,7,18,Standard,13,5,36.8,At Risk,17.7,11,17,1,2,13,6,1,15,70.2,70.8,56.7,Not Certified,,1,0,Not Ready,In Training,11,7,3,42.9,777.0,141,24.2,66.8,57.0,2.76,6,20.7,6,71.2,72.3,276,214,1,Low training progress,Assign mentor + mandatory reminders
PRT00877,Partner 877,partner877@demoapp.ai,+91-9106602982,Agent,Technician,South,Chennai,Tier 1,MGR050,Field Technician Bootcamp,2024-03-03,2024-03-20,2024-03,24,17,Standard,8,2,24.3,At Risk,15.1,5,7,1,0,8,9,2,9,59.9,62.6,64.6,Not Certified,,2,0,Not Ready,In Training,8,13,7,53.8,33985.0,166,25.2,73.3,37.6,3.61,6,19.7,5,84.5,86.2,137,126,1,Low training progress,Assign mentor + mandatory reminders
PRT00878,Partner 878,partner878@demoapp.ai,+91-9556086388,Agent,Sales,East,Guwahati,Tier 2,MGR032,Sales Excellence,2024-10-13,2024-11-03,2024-10,17,21,Standard,8,2,23.6,At Risk,10.0,7,5,1,1,14,2,3,8,52.1,67.0,71.2,Not Certified,,0,0,Not Ready,In Training,41,97,42,43.3,1181593.0,19,20.0,66.0,70.2,3.37,6,14.3,-7,82.5,82.6,173,112,1,Low training progress,Assign mentor + mandatory reminders
PRT00879,Partner 879,partner879@demoapp.ai,+91-9934100937,Field Staff,Relationship Manager,South,Kochi,Tier 2,MGR050,Partner Relationship Mastery,2024-12-05,2024-12-26,2024-12,15,21,Standard,10,3,27.5,At Risk,17.8,9,9,3,0,12,9,4,16,65.9,59.6,56.9,Not Certified,,2,0,Not Ready,In Training,35,50,20,40.0,271548.0,45,27.9,62.1,61.8,2.71,5,23.4,6,79.3,74.8,251,240,1,Low training progress,Assign mentor + mandatory reminders
PRT00880,Partner 880,partner880@demoapp.ai,+91-9990123401,Field Staff,Support,West,Ahmedabad,Tier 1,MGR062,Support Academy,2024-01-18,2024-02-01,2024-01,26,14,Fast,8,5,58.9,At Risk,9.9,6,4,1,1,20,6,1,10,73.5,78.6,65.5,Not Certified,,2,0,Not Ready,In Training,3,15,7,46.7,17910.0,212,19.6,86.2,67.9,3.3,7,15.3,33,89.6,91.1,88,76,0,Low performance,Complete final certification
PRT00881,Partner 881,partner881@demoapp.ai,+91-9293742587,Agent,Support,North,Lucknow,Tier 2,MGR075,Support Academy,2024-04-14,2024-04-27,2024-04,23,13,Fast,14,5,36.1,At Risk,38.1,9,14,1,0,14,9,3,22,59.1,66.7,56.9,Not Certified,,0,0,Not Ready,In Training,9,30,9,30.0,16188.0,131,22.6,75.1,48.9,3.39,5,19.0,-3,78.8,82.7,172,153,1,Low training progress,Assign mentor + mandatory reminders
PRT00882,Partner 882,partner882@demoapp.ai,+91-9659909366,Field Staff,Sales,West,Pune,Tier 1,MGR043,Sales Excellence,2025-10-31,2025-11-18,2025-10,4,18,Standard,13,8,60.2,In Progress,28.4,12,14,3,2,22,0,2,16,64.7,74.6,88.9,In Progress,,1,0,Almost Ready,In Training,23,88,45,51.1,1113323.0,15,22.2,69.5,68.2,3.74,8,13.8,33,92.4,97.3,26,17,0,Low performance,Complete final certification
PRT00883,Partner 883,partner883@demoapp.ai,+91-9945260712,Service Partner,Relationship Manager,West,Surat,Tier 2,MGR019,Partner Relationship Mastery,2025-04-23,2025-05-09,2025-04,10,16,Standard,12,4,30.6,At Risk,22.9,8,19,3,5,12,5,4,19,55.4,59.3,49.7,Not Certified,,1,0,Not Ready,In Training,36,135,72,53.3,1671296.0,4,23.8,67.9,44.6,3.29,5,23.8,-6,76.7,79.7,202,189,1,Low training progress,Assign mentor + mandatory reminders
PRT00884,Partner 884,partner884@demoapp.ai,+91-9421427007,Field Staff,Operations,Central,Raipur,Tier 2,MGR011,Ops Compliance Track,2025-08-20,2025-09-23,2025-08,6,34,Delayed,15,6,42.1,At Risk,20.6,10,14,0,1,19,16,0,18,55.7,61.4,66.4,Not Certified,,1,0,Not Ready,In Training,7,39,21,53.8,150871.0,65,18.1,90.1,61.9,3.5,4,16.3,-13,89.9,90.8,91,23,1,Low training progress,Assign mentor + mandatory reminders
PRT00885,Partner 885,partner885@demoapp.ai,+91-9663778771,Franchise,Technician,Central,Indore,Tier 2,MGR013,Field Technician Bootcamp,2025-03-10,2025-03-25,2025-03,12,15,Standard,9,4,40.5,At Risk,15.1,7,7,2,0,13,5,1,10,57.3,64.8,53.0,Not Certified,,2,0,Not Ready,In Training,45,17,7,41.2,14024.0,152,19.2,73.3,42.1,3.45,6,14.5,14,74.8,81.7,182,105,1,Low training progress,Assign mentor + mandatory reminders
PRT00886,Partner 886,partner886@demoapp.ai,+91-9874294690,Agent,Sales,South,Hyderabad,Tier 1,MGR001,Sales Excellence,2024-12-07,2024-12-27,2024-12,15,20,Standard,12,4,36.3,At Risk,20.3,8,11,3,2,10,13,1,10,87.3,52.1,43.7,Not Certified,,2,0,Not Ready,In Training,26,42,14,33.3,276078.0,14,25.2,67.2,47.4,2.86,7,17.7,23,73.2,74.3,256,245,1,Low training progress,Assign mentor + mandatory reminders
PRT00887,Partner 887,partner887@demoapp.ai,+91-9365888094,Agent,Sales,East,Bhubaneswar,Tier 2,MGR045,Sales Excellence,2024-01-14,2024-02-05,2024-01,26,22,Standard,11,4,34.7,At Risk,21.0,7,14,0,0,13,14,4,15,45.8,63.3,58.0,Not Certified,,0,0,Not Ready,In Training,46,179,67,37.4,1307153.0,22,23.3,65.4,43.9,3.16,6,19.1,-12,75.0,78.1,218,157,1,Low training progress,Assign mentor + mandatory reminders
PRT00888,Partner 888,partner888@demoapp.ai,+91-9123923239,Franchise,Sales,West,Pune,Tier 1,MGR017,Sales Excellence,2025-02-19,2025-03-20,2025-02,12,29,Delayed,8,2,27.1,At Risk,15.8,5,8,1,0,10,12,3,13,67.1,65.4,60.3,Not Certified,,1,0,Not Ready,In Training,34,97,40,41.2,813797.0,33,25.5,74.5,53.3,3.24,5,14.5,-3,80.7,80.9,190,177,1,Low training progress,Assign mentor + mandatory reminders
